Genome	P56 Read Count	P56 Covered Fraction	P56 Length	E03 Read Count	E03 Covered Fraction	E03 Length	E34 Read Count	E34 Covered Fraction	E34 Length	P20 Read Count	P20 Covered Fraction	P20 Length	H12 Read Count	H12 Covered Fraction	H12 Length	H37 Read Count	H37 Covered Fraction	H37 Length	E31 Read Count	E31 Covered Fraction	E31 Length	H34 Read Count	H34 Covered Fraction	H34 Length	P64 Read Count	P64 Covered Fraction	P64 Length	E56 Read Count	E56 Covered Fraction	E56 Length	H25 Read Count	H25 Covered Fraction	H25 Length	P36 Read Count	P36 Covered Fraction	P36 Length	P53 Read Count	P53 Covered Fraction	P53 Length	H20 Read Count	H20 Covered Fraction	H20 Length	P58 Read Count	P58 Covered Fraction	P58 Length	H30 Read Count	H30 Covered Fraction	H30 Length	H39 Read Count	H39 Covered Fraction	H39 Length	H43 Read Count	H43 Covered Fraction	H43 Length	H15 Read Count	H15 Covered Fraction	H15 Length	H07 Read Count	H07 Covered Fraction	H07 Length	H16 Read Count	H16 Covered Fraction	H16 Length	H08 Read Count	H08 Covered Fraction	H08 Length	E18 Read Count	E18 Covered Fraction	E18 Length	E24 Read Count	E24 Covered Fraction	E24 Length	E02 Read Count	E02 Covered Fraction	E02 Length	P72 Read Count	P72 Covered Fraction	P72 Length	P60 Read Count	P60 Covered Fraction	P60 Length	E16 Read Count	E16 Covered Fraction	E16 Length	P41 Read Count	P41 Covered Fraction	P41 Length	H06 Read Count	H06 Covered Fraction	H06 Length	H23 Read Count	H23 Covered Fraction	H23 Length	H04 Read Count	H04 Covered Fraction	H04 Length	P51 Read Count	P51 Covered Fraction	P51 Length	E28 Read Count	E28 Covered Fraction	E28 Length	E27 Read Count	E27 Covered Fraction	E27 Length	P49 Read Count	P49 Covered Fraction	P49 Length	P33 Read Count	P33 Covered Fraction	P33 Length	P75 Read Count	P75 Covered Fraction	P75 Length	P43 Read Count	P43 Covered Fraction	P43 Length	H40 Read Count	H40 Covered Fraction	H40 Length	H19 Read Count	H19 Covered Fraction	H19 Length	E45 Read Count	E45 Covered Fraction	E45 Length	E25 Read Count	E25 Covered Fraction	E25 Length	P09 Read Count	P09 Covered Fraction	P09 Length	E38 Read Count	E38 Covered Fraction	E38 Length	E58 Read Count	E58 Covered Fraction	E58 Length	P79 Read Count	P79 Covered Fraction	P79 Length	P67 Read Count	P67 Covered Fraction	P67 Length	P65 Read Count	P65 Covered Fraction	P65 Length	P28 Read Count	P28 Covered Fraction	P28 Length	E43 Read Count	E43 Covered Fraction	E43 Length	H47 Read Count	H47 Covered Fraction	H47 Length	E01 Read Count	E01 Covered Fraction	E01 Length	H31 Read Count	H31 Covered Fraction	H31 Length	P47 Read Count	P47 Covered Fraction	P47 Length	P48 Read Count	P48 Covered Fraction	P48 Length	P01 Read Count	P01 Covered Fraction	P01 Length	P78 Read Count	P78 Covered Fraction	P78 Length	P14 Read Count	P14 Covered Fraction	P14 Length	E21 Read Count	E21 Covered Fraction	E21 Length	H10 Read Count	H10 Covered Fraction	H10 Length	P25 Read Count	P25 Covered Fraction	P25 Length	H09 Read Count	H09 Covered Fraction	H09 Length	E30 Read Count	E30 Covered Fraction	E30 Length	P69 Read Count	P69 Covered Fraction	P69 Length	H45 Read Count	H45 Covered Fraction	H45 Length	E48 Read Count	E48 Covered Fraction	E48 Length	E44 Read Count	E44 Covered Fraction	E44 Length	P05 Read Count	P05 Covered Fraction	P05 Length	P34 Read Count	P34 Covered Fraction	P34 Length	P45 Read Count	P45 Covered Fraction	P45 Length	H32 Read Count	H32 Covered Fraction	H32 Length
HA_bin.6	28	0.0007070904	2165211	40	0.0009869707	2165211	396	0.008803299	2165211	0	0	2165211	10	0.00013670723	2165211	3	0.00006604437	2165211	5	0.000119156975	2165211	0	0	2165211	0	0	2165211	0	0	2165211	86	0.0020686206	2165211	167	0.0035045084	2165211	7	0.00014917714	2165211	319	0.0071060047	2165211	0	0	2165211	0	0	2165211	0	0	2165211	0	0	2165211	0	0	2165211	167	0.0038910757	2165211	537737	0.9998536	2165211	0	0	2165211	1	0.00004110454	2165211	78	0.0018376962	2165211	7	0.00013716907	2165211	0	0	2165211	0	0	2165211	0	0	2165211	6	0.00010114488	2165211	3	0.000087751265	2165211	46	0.0011056659	2165211	5	0.0002036753	2165211	10	0.00013763092	2165211	169	0.0028329804	2165211	10	0.0002207637	2165211	55	0.001355988	2165211	651	0.014822112	2165211	14	0.00023923765	2165211	0	0	2165211	16	0.000369479	2165211	2	0.000054498152	2165211	0	0	2165211	291	0.006984539	2165211	1	0.00006927731	2165211	0	0	2165211	0	0	2165211	6	0.00002909647	2165211	302	0.0067743976	2165211	0	0	2165211	647	0.014849361	2165211	0	0	2165211	280	0.006309316	2165211	0	0	2165211	0	0	2165211	1	0.00006927731	2165211	0	0	2165211	0	0	2165211	0	0	2165211	0	0	2165211	5	0.00014825344	2165211	0	0	2165211	9	0.00029743058	2165211	312	0.0068141166	2165211	38	0.0009809667	2165211	0	0	2165211	14	0.00007020101	2165211	49	0.0012479153	2165211	20	0.00037825413	2165211	4	0.00016164707	2165211	4	0.00017688808	2165211	0	0	2165211	0	0	2165211
HA_bin.7	48	0.0004400204	1911275	22	0.0005990765	1911275	107	0.002743195	1911275	44	0.00077278254	1911275	338	0.0032187938	1911275	938	0.0023821795	1911275	53	0.0001574865	1911275	535	0.0017046212	1911275	120	0.0052148434	1911275	35	0.001259892	1911275	2279	0.061829407	1911275	131	0.0022063805	1911275	82	0.0010228774	1911275	6618	0.11685079	1911275	103	0.0018819898	1911275	94	0.000793711	1911275	206	0.0061304625	1911275	474	0.0124257365	1911275	200	0.0051824045	1911275	525	0.008684779	1911275	754	0.0048109246	1911275	30	0.00058704265	1911275	424	0.013505644	1911275	1	0.000078481644	1911275	12	0.00039450105	1911275	71	0.0020672064	1911275	98	0.00056454464	1911275	21	0.00048030764	1911275	95	0.0012049548	1911275	56	0.00045676317	1911275	303520	0.99633336	1911275	1027	0.0020002355	1911275	192	0.003710612	1911275	25	0.00059384445	1911275	28	0.0005069914	1911275	42	0.00012557063	1911275	255	0.0042223125	1911275	52	0.001255183	1911275	527	0.015386065	1911275	118	0.0006765117	1911275	66178	0.824311	1911275	50	0.0011876889	1911275	144	0.003290997	1911275	332	0.011540464	1911275	82	0.0014901048	1911275	7	0.00023178245	1911275	53	0.0008360911	1911275	130	0.0014937673	1911275	5	0.00018312383	1911275	296	0.005764738	1911275	120	0.004596408	1911275	421	0.010458987	1911275	36	0.0010469451	1911275	343	0.0018495506	1911275	44	0.00087323907	1911275	401	0.015365659	1911275	155	0.0019128593	1911275	64	0.0013284326	1911275	47	0.00058233377	1911275	27	0.0007230775	1911275	17417	0.40519026	1911275	15	0.00011562962	1911275	369	0.002897019	1911275	108	0.002036337	1911275	137604	0.98190475	1911275	175	0.0048208656	1911275	67	0.00173863	1911275	10	0.00014440622	1911275	343	0.011065388	1911275	139	0.0051981006	1911275	30	0.0006409334	1911275	743	0.026218623	1911275
HA_bin.8	3719	0.0011904028	1410447	35130	0.001293916	1410447	12511	0.017946083	1410447	2795741	0.021218097	1410447	94521	0.019230073	1410447	15510	0.04581739	1410447	860	0.0004955876	1410447	11254	0.0031443932	1410447	1037	0.018021947	1410447	15341	0.020900466	1410447	10031	0.002888446	1410447	29058	0.011626811	1410447	78642	0.02781884	1410447	19924	0.26353347	1410447	26663	0.13217299	1410447	17865	0.015958061	1410447	88412	0.020172328	1410447	1549	0.04039145	1410447	1967	0.072835065	1410447	1887	0.032484736	1410447	2118	0.013496431	1410447	2638648	0.96835047	1410447	1925	0.046740502	1410447	13811	0.003937759	1410447	133345	0.003470531	1410447	3273	0.0010918524	1410447	8772	0.020970657	1410447	8998	0.0013754505	1410447	15060	0.024198003	1410447	32062	0.013414187	1410447	12409	0.011894811	1410447	11398	0.02350106	1410447	32147	0.027030438	1410447	49481	0.00086072006	1410447	4762	0.0011060323	1410447	2514	0.0016803184	1410447	3254	0.011378663	1410447	11793	0.015385194	1410447	6819	0.0565693	1410447	1652	0.013921118	1410447	5848	0.004920426	1410447	10126	0.0080697825	1410447	67606	0.01677766	1410447	2473	0.08561329	1410447	10313	0.009595539	1410447	4326	0.0014548579	1410447	13328	0.028395962	1410447	11098	0.015572368	1410447	5588	0.0009982651	1410447	2410	0.007059464	1410447	670	0.024444023	1410447	14380	0.2317946	1410447	32652	0.009558672	1410447	16039	0.014429468	1410447	9995	0.0021007524	1410447	4960	0.07254225	1410447	43044	0.22761083	1410447	7217	0.030154271	1410447	2608383	0.0008791539	1410447	60103	0.0065426067	1410447	422379	0.5246904	1410447	592	0.0007685507	1410447	266246	0.86853814	1410447	22164	0.012289721	1410447	9352	0.03837436	1410447	1077679	0.9596043	1410447	11766	0.0020383608	1410447	10785	0.0010493128	1410447	1831	0.057820678	1410447	5181	0.16083837	1410447	513518	0.00017937575	1410447	2421	0.0771727	1410447
HA_bin.9	26	0.00060291495	1937255	33	0.00074486836	1937255	80	0.0016389169	1937255	0	0	1937255	37	0.0010669737	1937255	2	0.00004800607	1937255	10	0.00028906882	1937255	2	0.00008672064	1937255	4	0.00014969635	1937255	0	0	1937255	46	0.001102591	1937255	35	0.0008904352	1937255	9	0.00035720645	1937255	49	0.0012037652	1937255	3	0.000113562746	1937255	4	0.00013988865	1937255	0	0	1937255	3	0.00023228744	1937255	2	0.000076396755	1937255	87	0.00217834	1937255	163	0.004060901	1937255	69	0.0010716193	1937255	10	0.00027771253	1937255	53	0.0015811032	1937255	14	0.0004325708	1937255	2	0.00004697368	1937255	3	0.000110981775	1937255	0	0	1937255	91	0.0010292914	1937255	8	0.00019460525	1937255	16	0.0004088259	1937255	6	0.00023228744	1937255	27	0.00058484817	1937255	13	0.00023590079	1937255	0	0	1937255	37	0.0010101922	1937255	159	0.0041538156	1937255	1	0.00007742915	1937255	3	0.00011665991	1937255	51	0.00029577935	1937255	6	0.000078977726	1937255	0	0	1937255	124	0.003134848	1937255	6	0.00020441295	1937255	0	0	1937255	4	0.00004077935	1937255	9	0.0004712854	1937255	218	0.005159362	1937255	4	0.000076912955	1937255	237	0.005778795	1937255	0	0	1937255	80	0.0018531375	1937255	4	0.00011046558	1937255	44	0.00061014167	1937255	29	0.00056523277	1937255	152	0.0009725101	1937255	19	0.00036494937	1937255	1	0.000036133602	1937255	1	0.00004077935	1937255	0	0	1937255	24	0.0005523279	1937255	230	0.0012177024	1937255	212061	0.9967196	1937255	5	0.00021473684	1937255	62	0.0007015081	1937255	73	0.0004434109	1937255	71	0.0019290181	1937255	90	0.0009255364	1937255	9	0.00016156882	1937255	20	0.0005497469	1937255	2	0.0001548583	1937255	2	0.00006813765	1937255
PK_bin.10	133204	0.98761964	919441	222	0.011105661	919441	742	0.044172492	919441	11960	0.5701181	919441	280	0.016312085	919441	393	0.021485882	919441	111	0.0060819564	919441	178	0.009780943	919441	319	0.025779795	919441	131	0.007914592	919441	261	0.0141063975	919441	11850	0.4177027	919441	201332	0.99167645	919441	388	0.02249954	919441	316779	0.9891967	919441	65	0.00465609	919441	162	0.013358116	919441	432	0.033938013	919441	164	0.013088387	919441	550	0.032600243	919441	1026	0.05440153	919441	27	0.0016379517	919441	773	0.046612017	919441	1425	0.08882897	919441	125	0.0064702355	919441	55	0.0035717355	919441	917	0.06944763	919441	99	0.005549024	919441	539720	0.98759574	919441	8273	0.299805	919441	198	0.011758232	919441	336	0.018786415	919441	1059395	0.9924715	919441	404	0.026675992	919441	219	0.013829055	919441	403	0.02131295	919441	381823	0.9940638	919441	21208	0.7815988	919441	53256	0.95200455	919441	159	0.009166439	919441	70	0.0043102275	919441	103	0.0059253396	919441	591	0.027366629	919441	19820	0.8114126	919441	112	0.0058600823	919441	23	0.0016597041	919441	51022	0.94713634	919441	395857	0.9873891	919441	82	0.00540002	919441	1359	0.060617268	919441	129	0.010958833	919441	420	0.032070573	919441	61	0.0042417077	919441	227	0.012857812	919441	8751	0.45124593	919441	777	0.055764318	919441	185	0.010475931	919441	10933	0.504537	919441	13	0.00079722353	919441	6519	0.26108038	919441	11960	0.29444304	919441	3094	0.2617895	919441	611	0.031962898	919441	185	0.0126109235	919441	159324	0.9897459	919441	269	0.019200796	919441	428	0.01792611	919441	127	0.0067443154	919441	2438	0.19497934	919441	10073	0.5337722	919441	85	0.006491988	919441	833	0.07064728	919441
PK_bin.11	1126	0.012776437	4735201	1003	0.008802583	4735201	555824	0.97505915	4735201	2006	0.00235386	4735201	13509	0.0113993045	4735201	5218	0.016200157	4735201	450	0.0028188878	4735201	629	0.0041696224	4735201	473	0.0068379357	4735201	135920	0.7996845	4735201	1611	0.010224487	4735201	5187	0.005886973	4735201	5492	0.053480938	4735201	11763	0.048995174	4735201	8349	0.0377059	4735201	1517	0.01585994	4735201	242	0.0021789994	4735201	241	0.0026731705	4735201	77	0.0010075602	4735201	3397	0.012886676	4735201	502630	0.22190821	4735201	2272	0.018244209	4735201	95056	0.29285896	4735201	1123545	0.9712994	4735201	384	0.004971489	4735201	97981	0.15606286	4735201	255561	0.025635237	4735201	13097	0.24149492	4735201	1704903	0.9553926	4735201	377	0.0051461384	4735201	1417964	0.0071646376	4735201	7102	0.01378083	4735201	424699	0.3256888	4735201	4603	0.044873912	4735201	173777	0.77947164	4735201	6441	0.092291966	4735201	10888	0.0736784	4735201	4448	0.043494035	4735201	38558	0.26391065	4735201	371	0.002756166	4735201	1559	0.014773819	4735201	114054	0.50311	4735201	413933	0.21927454	4735201	336	0.0047370745	4735201	3517	0.0007720897	4735201	109029	0.17839348	4735201	11299	0.04430435	4735201	42672	0.16616887	4735201	75485	0.6732111	4735201	728233	0.23994018	4735201	447	0.001187278	4735201	1863	0.012878439	4735201	31009	0.11623688	4735201	3253	0.0026708476	4735201	7389	0.07698237	4735201	3476	0.016315041	4735201	3507	0.0027726383	4735201	2701912	0.0019177644	4735201	452	0.0024820487	4735201	19570	0.092732914	4735201	2930	0.0058489596	4735201	46063	0.123031944	4735201	2428	0.015623413	4735201	5536	0.010846847	4735201	9360	0.07077883	4735201	687	0.004685123	4735201	5060	0.040382236	4735201	13637	0.22091544	4735201	234	0.0031500247	4735201	328	0.0030123326	4735201	1469	0.0043115383	4735201	272	0.0040228493	4735201
PK_bin.12	67	0.002605538	1171735	234	0.008891089	1171735	466	0.018070638	1171735	405	0.0040196804	1171735	10360	0.0052597215	1171735	188	0.0036424617	1171735	42	0.002025202	1171735	329	0.0012733254	1171735	41	0.0016906554	1171735	12	0.00027992678	1171735	230	0.009256359	1171735	143	0.0062300777	1171735	22	0.0009310979	1171735	625	0.016805848	1171735	450	0.032387868	1171735	10091	0.019234724	1171735	40	0.002058486	1171735	424	0.005572079	1171735	59	0.0025654265	1171735	3027	0.1395819	1171735	879	0.034593146	1171735	839	0.01447597	1171735	1329	0.010260852	1171735	15772	0.011202192	1171735	349	0.007119357	1171735	6	0.00018434202	1171735	263	0.0012434552	1171735	30	0.0013663499	1171735	333	0.0017973348	1171735	16917	0.55279565	1171735	60	0.002632848	1171735	262	0.011602453	1171735	195	0.0017512492	1171735	125	0.0026473564	1171735	973	0.005060871	1171735	73	0.0031986756	1171735	649073	0.9997875	1171735	1634	0.036716495	1171735	124	0.00485434	1171735	1661	0.013318711	1171735	9	0.00025688403	1171735	197	0.0010386307	1171735	455	0.011265346	1171735	76	0.0032669504	1171735	49	0.0023657226	1171735	5	0.00022701379	1171735	3029	0.019971238	1171735	386	0.01580562	1171735	15	0.0005718016	1171735	1537	0.03001532	1171735	32	0.0016915087	1171735	2413	0.012142677	1171735	14	0.0005922841	1171735	98	0.001048872	1171735	18	0.00054534513	1171735	2788	0.0066243648	1171735	1403	0.00733869	1171735	253	0.008771608	1171735	1	0.000091317575	1171735	2510	0.004840685	1171735	265	0.0074649984	1171735	32	0.0012050506	1171735	961	0.023639305	1171735	4843	0.007356612	1171735	9577	0.011589651	1171735	9400	0.03795995	1171735	78	0.0016164065	1171735	29	0.0011034919	1171735	103	0.0048475126	1171735	711	0.012147798	1171735	70	0.00055217266	1171735	123	0.005019053	1171735
PK_bin.14	6334456	0.99895555	4301803	820	0.009247518	4301803	287	0.0009049694	4301803	2	0.000028592662	4301803	243	0.0008043139	4301803	63	0.00032102817	4301803	1890	0.013716109	4301803	9	0.00009600625	4301803	4	0.000053465952	4301803	118	0.0018155178	4301803	262	0.00020363554	4301803	6	0.000040448158	4301803	1127	0.012717226	4301803	69	0.0005697611	4301803	63	0.0010583934	4301803	513	0.00011855494	4301803	5	0.00009972563	4301803	20	0.00019945126	4301803	0	0	4301803	35	0.00028871614	4301803	3343	0.00864591	4301803	21	0.00025733397	4301803	484	0.0010751305	4301803	17809	0.17708506	4301803	1485	0.01684317	4301803	248	0.00045446062	4301803	58	0.0008494113	4301803	1240	0.00010809421	4301803	82	0.00039495068	4301803	610	0.0067555397	4301803	27	0.0001406387	4301803	32	0.00021060936	4301803	427	0.00096122484	4301803	60	0.00027802296	4301803	85	0.00047026793	4301803	3574	0.039593864	4301803	2684	0.027393166	4301803	725	0.0011383599	4301803	4385	0.0009763348	4301803	834	0.0081949355	4301803	16	0.0002819748	4301803	51	0.0002440837	4301803	1445	0.0008712626	4301803	12	0.00014528792	4301803	53	0.000067878515	4301803	289	0.00052884803	4301803	359	0.00039030146	4301803	170	0.00053465954	4301803	37	0.00011018636	4301803	3565	0.013560826	4301803	2	0.000033939257	4301803	102	0.00073387835	4301803	45	0.00029894442	4301803	15	0.00013738425	4301803	21	0.00016481461	4301803	169	0.0004154072	4301803	3	0.000046724595	4301803	3	0.000065321445	4301803	14	0.00012762091	4301803	110	0.00031056744	4301803	11	0.000106931904	4301803	1284	0.0130331395	4301803	1205	0.013378809	4301803	771	0.0002168858	4301803	63	0.00045143862	4301803	518	0.0029120347	4301803	379	0.00041796427	4301803	1569	0.017574258	4301803	39	0.00022269732	4301803	18	0.0001559811	4301803	3	0.000039983235	4301803	29	0.00044423234	4301803
PK_bin.15	0	0	4869999	0	0	4869999	4	0.000036344976	4869999	9	0.0001410678	4869999	180	0.0018472283	4869999	317	0.0031591381	4869999	0	0	4869999	206	0.0026168383	4869999	8	0.0000644764	4869999	8	0.00006242301	4869999	162	0.001966941	4869999	5	0.00007330597	4869999	96	0.00088932255	4869999	11	0.00011211501	4869999	7	0.00016817253	4869999	133	0.0015687888	4869999	8	0.00006960987	4869999	150	0.0017903495	4869999	0	0	4869999	0	0	4869999	0	0	4869999	0	0	4869999	432	0.004722999	4869999	2	0.000015605752	4869999	0	0	4869999	172	0.0019511298	4869999	552	0.006350309	4869999	174	0.0022587273	4869999	344	0.0035901444	4869999	0	0	4869999	5	0.00010924027	4869999	407	0.0041644773	4869999	213301	0.90177536	4869999	128	0.0016242303	4869999	83	0.0010240248	4869999	0	0	4869999	0	0	4869999	1285945	0.9992606	4869999	275	0.0032162224	4869999	82	0.0010057497	4869999	95	0.0011977415	4869999	4	0.00007515402	4869999	3	0.00005010268	4869999	2	0.000013141686	4869999	11	0.00015133474	4869999	97	0.0012154006	4869999	351701	0.9204072	4869999	915	0.0076468186	4869999	108	0.0011967148	4869999	0	0	4869999	0	0	4869999	0	0	4869999	5	0.00012135526	4869999	201	0.0023811094	4869999	90	0.0011223821	4869999	217	0.0020390148	4869999	19	0.00025975364	4869999	7	0.00015051338	4869999	98	0.001277413	4869999	5	0.000058316233	4869999	49	0.00045646826	4869999	0	0	4869999	0	0	4869999	192	0.0020566739	4869999	32	0.00039342925	4869999	27	0.0002535935	4869999	2318	0.027241895	4869999	48	0.0009714581	4869999	0	0	4869999	13	0.000115400435	4869999	230	0.0026737172	4869999	0	0	4869999
PK_bin.16	16	0.00019450879	4154054	4	0.000039720235	4154054	5266	0.07531077	4154054	4	0.000064756015	4154054	2250	0.02660028	4154054	118	0.0013018608	4154054	11	0.00021785947	4154054	93	0.0011266103	4154054	55590	0.5875006	4154054	40120	0.53656137	4154054	251	0.0028362656	4154054	298	0.0019130709	4154054	60	0.00066392974	4154054	33	0.00031270657	4154054	14	0.00019402732	4154054	135	0.0015134613	4154054	199	0.0035052504	4154054	343	0.006165303	4154054	134	0.0021186532	4154054	210	0.0033001497	4154054	6	0.000052719584	4154054	0	0	4154054	760	0.0082447175	4154054	10283	0.11433289	4154054	2	0.00001468445	4154054	83	0.00130162	4154054	329	0.003942895	4154054	187	0.0025712233	4154054	19405	0.23287348	4154054	10	0.00011266103	4154054	341	0.0029985167	4154054	339	0.003695667	4154054	56	0.0007963305	4154054	260	0.0033437216	4154054	480	0.0054226546	4154054	6	0.00008112557	4154054	345	0.0044582956	4154054	434	0.005560833	4154054	1103	0.016906135	4154054	2	0.00001468445	4154054	143	0.0019082563	4154054	4187	0.03159877	4154054	26	0.00040972023	4154054	426	0.00746933	4154054	88	0.00074385165	4154054	76	0.0008719193	4154054	384	0.004615732	4154054	89	0.00074601825	4154054	680472	0.9965744	4154054	30	0.00043427455	4154054	171	0.0029010216	4154054	278	0.005554574	4154054	2	0.000023591412	4154054	30	0.00046532857	4154054	9934	0.11456832	4154054	79861	0.46732324	4154054	18	0.0002852635	4154054	12	0.00020895251	4154054	78	0.00096435915	4154054	15	0.0001803058	4154054	4	0.00004429408	4154054	0	0	4154054	5	0.000055849057	4154054	390	0.004534125	4154054	293	0.004665563	4154054	187	0.003110696	4154054	3552	0.02354784	4154054	38	0.0006995576	4154054	484	0.008243995	4154054	175	0.002829766	4154054	359	0.0042310474	4154054	862	0.015782414	4154054
PK_bin.17	10	0.00021103724	2852577	6	0.000052584033	2852577	73	0.0016528914	2852577	18	0.00038736904	2852577	106	0.0019407014	2852577	27	0.0005710626	2852577	0	0	2852577	49	0.00090093975	2852577	347	0.007944045	2852577	3094	0.09009468	2852577	0	0	2852577	164	0.0017391292	2852577	2	0.000026642576	2852577	51	0.00084204564	2852577	35	0.0006716734	2852577	3	0.00012830504	2852577	328	0.0072881468	2852577	583	0.012898162	2852577	593	0.013382987	2852577	517	0.011199347	2852577	81	0.0015452694	2852577	6	0.00015319481	2852577	962	0.01969833	2852577	7	0.000090795096	2852577	0	0	2852577	0	0	2852577	0	0	2852577	0	0	2852577	0	0	2852577	0	0	2852577	25	0.00044380923	2852577	4	0.000054687393	2852577	632537	0.9982258	2852577	8	0.00006275028	2852577	2	0.00006590532	2852577	11	0.00024469104	2852577	3	0.000074669326	2852577	65	0.0013163536	2852577	989	0.021555597	2852577	52	0.0008928769	2852577	0	0	2852577	15	0.00032742324	2852577	49	0.001193307	2852577	1673	0.039514445	2852577	64	0.00093178905	2852577	2	0.000086237815	2852577	4	0.000023136974	2852577	44	0.0008357355	2852577	0	0	2852577	58	0.001519328	2852577	366	0.0075675435	2852577	419	0.0094679305	2852577	9	0.00018053851	2852577	70	0.001452371	2852577	0	0	2852577	1180	0.026382811	2852577	24	0.00044345867	2852577	32	0.0006597543	2852577	0	0	2852577	15	0.00037334661	2852577	30	0.00047781356	2852577	2	0.00008834117	2852577	2	0.000028745937	2852577	65	0.0012045249	2852577	272	0.0057810885	2852577	575	0.012749875	2852577	140	0.0024157104	2852577	342	0.010270012	2852577	13297	0.2711159	2852577	418	0.00931754	2852577	0	0	2852577	1432	0.032092385	2852577
PK_bin.19	2	0.00006447582	2512570	1	0.000051341853	2512570	176	0.001053901	2512570	6	0.00019382544	2512570	37	0.0007347059	2512570	34	0.0006467482	2512570	0	0	2512570	31	0.0006272462	2512570	2	0.000035421897	2512570	7	0.0002845692	2512570	20	0.00020258142	2512570	16	0.00017392551	2512570	0	0	2512570	25	0.0006467482	2512570	13	0.00041471483	2512570	2	0.00006288382	2512570	4	0.0000712418	2512570	8	0.00011939966	2512570	0	0	2512570	2	0.000040595885	2512570	882	0.022164159	2512570	14	0.00029451915	2512570	70	0.0016704012	2512570	316	0.0006515241	2512570	0	0	2512570	267	0.006176146	2512570	16	0.00027063923	2512570	2	0.000054923843	2512570	405	0.011098994	2512570	0	0	2512570	17	0.00033272704	2512570	9	0.00018029349	2512570	238291	0.9949598	2512570	13	0.00022924735	2512570	234	0.00072316395	2512570	2	0.00005253585	2512570	6	0.00015482155	2512570	31984	0.5920822	2512570	32	0.0007677398	2512570	23	0.00037809892	2512570	2	0.000039799885	2512570	19	0.000352627	2512570	55	0.00057829235	2512570	0	0	2512570	11	0.0003152151	2512570	446	0.00081868365	2512570	16	0.00022128737	2512570	8	0.00012298166	2512570	5	0.00016039354	2512570	103	0.00057630235	2512570	0	0	2512570	10	0.00009830572	2512570	115	0.001023255	2512570	18	0.00043501274	2512570	3	0.00008119177	2512570	25	0.00037173094	2512570	8	0.00012855363	2512570	3	0.00008477376	2512570	0	0	2512570	31	0.0006527181	2512570	4	0.00007362979	2512570	0	0	2512570	2	0.00005969983	2512570	40	0.0012154885	2512570	4	0.00008755975	2512570	12	0.00026506724	2512570	80	0.0015589616	2512570	0	0	2512570	2	0.000056913836	2512570	2	0.000040993884	2512570	8	0.00020496942	2512570	0	0	2512570
PK_bin.1	308	0.0035156591	4724292	73	0.00089833565	4724292	103205	0.756786	4724292	53	0.0006392492	4724292	1783	0.020112008	4724292	1560	0.01615332	4724292	161	0.0026198635	4724292	158	0.0018305389	4724292	148396	0.90179056	4724292	552673	0.999133	4724292	212	0.0025483184	4724292	5028	0.040449448	4724292	521	0.0055896207	4724292	170	0.0018692748	4724292	141	0.0018989089	4724292	227	0.002702839	4724292	644	0.010712928	4724292	1073	0.01810557	4724292	498	0.00796712	4724292	728	0.011626716	4724292	161	0.0016796167	4724292	44	0.00058633124	4724292	23460	0.3148258	4724292	385341	0.9913464	4724292	52	0.000575536	4724292	100	0.001141335	4724292	852	0.008861645	4724292	1512	0.032178577	4724292	2368	0.01405671	4724292	82	0.00093326153	4724292	282	0.0027223127	4724292	1209	0.012647398	4724292	376	0.004403623	4724292	3857	0.048870604	4724292	48857	0.4230361	4724292	250	0.0026511909	4724292	13611	0.18307485	4724292	426	0.0048824246	4724292	83691	0.6688632	4724292	153	0.0016311439	4724292	362	0.004373354	4724292	154286	0.7789825	4724292	415	0.0048690895	4724292	1447	0.022488238	4724292	412	0.0031363429	4724292	61	0.00069089717	4724292	643	0.0067385756	4724292	150	0.0017293596	4724292	511430	0.9986834	4724292	824	0.009678488	4724292	472	0.007627598	4724292	853	0.013874671	4724292	55	0.0008579063	4724292	172	0.0019588121	4724292	210941	0.9192129	4724292	1599172	0.9997653	4724292	143	0.0014402159	4724292	101	0.0012141502	4724292	75	0.0007700625	4724292	63	0.00086319813	4724292	163	0.0017719057	4724292	56	0.0007539754	4724292	122	0.001249711	4724292	920	0.010697899	4724292	540	0.008464337	4724292	595	0.0090383915	4724292	21546	0.14056794	4724292	101	0.0011102193	4724292	1633	0.027221434	4724292	692	0.0106161935	4724292	277	0.00308406	4724292	2715	0.04664699	4724292
